date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:25:41	200/200	---MCZ	200	added ('OK')	text/plain	etag:W/%2258eb7605-17a%22	https://www.weezbe.com/robots.txt		(from )
00:25:42	33275/33275	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Oct%202018%2007:33:22%20GMT	https://www.weezbe.com/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/index.html	(from )
00:25:42	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2022%20Oct%202018%2022:25:43%20GMT	https://www.weezbe.com/xmlrpc.php	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/xmlrpc.php	(from https://www.weezbe.com/)
00:25:43	2584/2584	---M--	200	added ('OK')	image/png	etag:%225b92845a-a18%22	https://www.weezbe.com/wp-content/themes/weezbe/images/solution-ecommerce-gratuite.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/solution-ecommerce-gratuite.png	(from https://www.weezbe.com/)
00:25:45	43233/43233	---MC-	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202018%2019:41:26%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/camara/Desktop/laby/ecommerce/www.google-analytics.com/analytics.js	(from https://www.weezbe.com/)
00:25:45	49527/49527	---M-Z	200	added ('OK')	application/rss+xml	etag:%2234de35707ac2d39514d688fa8dd114a9%22	https://www.weezbe.com/feed/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/feed/index.html	(from https://www.weezbe.com/)
00:25:45	12520/12520	---M-Z	200	added ('OK')	application/rss+xml	etag:%2271c25707ab27be329d6846b5cf113d3e%22	https://www.weezbe.com/comments/feed/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/comments/feed/index.html	(from https://www.weezbe.com/)
00:25:45	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:25:44%20GMT	https://www.weezbe.com/linkid.js	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/linkid.js	(from https://www.weezbe.com/)
00:25:46	46360/46360	---MCZ	200	added ('OK')	text/css	etag:W/%225a297374-b518%22	https://www.weezbe.com/wp-includes/css/dashicons.min.css?ver=4.9.8	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-includes/css/dashicons.min5010.css	(from https://www.weezbe.com/)
00:25:46	182625/182625	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Sep%202018%2014:43:53%20GMT	https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/plugins/bwp-minify/min/index82ef.html	(from https://www.weezbe.com/)
00:25:46	29063/29063	---M-Z	200	added ('OK')	text/css	etag:%221518903977%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.9.8	C:/Users/camara/Desktop/laby/ecommerce/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min5010.css	(from https://www.weezbe.com/)
00:25:47	20148/20148	---MCZ	200	added ('OK')	text/css	etag:W/%2255e5d211-4eb4%22	https://medias.weezbe.com/assets/styles/jquery-ui-.custom.css?ver=2016-06-30	C:/Users/camara/Desktop/laby/ecommerce/medias.weezbe.com/assets/styles/jquery-ui-.customd32d.css	(from https://www.weezbe.com/)
00:25:48	97184/97184	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257698eeb-17ba0%22	https://www.weezbe.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://www.weezbe.com/)
00:25:48	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257698eeb-2748%22	https://www.weezbe.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://www.weezbe.com/)
00:25:48	1072/1072	---MCZ	200	added ('OK')	application/javascript	etag:W/%224f56385a-430%22	https://medias.weezbe.com/assets/cache/jquery.cookie-min.js?ver=4.9.8	C:/Users/camara/Desktop/laby/ecommerce/medias.weezbe.com/assets/cache/jquery.cookie-min5010.js	(from https://www.weezbe.com/)
00:25:48	824/824	---MCZ	200	added ('OK')	text/xml	date:Mon,%2022%20Oct%202018%2022:25:49%20GMT	https://www.weezbe.com/xmlrpc.php?rsd	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/xmlrpc0db0.php	(from https://www.weezbe.com/)
00:25:49	63001/63001	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2019%20Sep%202018%2020:57:29%20GMT	https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend.min.js,wp-content/themes/weezbe/js/slick.min.js,wp-content/themes/weezbe/js/weezbe.showcase.js,include/general.js	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/plugins/bwp-minify/min/index8c1c.html	(from https://www.weezbe.com/)
00:25:49	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252b850b0-415%22	https://www.weezbe.com/wp-includes/wlwmanifest.xml	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-includes/wlwmanifest.xml	(from https://www.weezbe.com/)
00:25:49	115355/115355	---MCZ	200	added ('OK')	application/json	date:Mon,%2022%20Oct%202018%2022:25:50%20GMT	https://www.weezbe.com/wp-json/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-json/index.html	(from https://www.weezbe.com/)
00:25:50	2363/2363	---MCZ	200	added ('OK')	application/json	date:Mon,%2022%20Oct%202018%2022:25:50%20GMT	https://www.weezbe.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.weezbe.com%2F	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-json/oembed/1.0/embeda604.json	(from https://www.weezbe.com/)
00:25:50	2459/2459	---MCZ	200	added ('OK')	text/xml	date:Mon,%2022%20Oct%202018%2022:25:51%20GMT	https://www.weezbe.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.weezbe.com%2F&format=xml	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-json/oembed/1.0/embed4075	(from https://www.weezbe.com/)
00:25:51	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:25:51%20GMT	https://www.weezbe.com/wp-content/themes/default/images/fb_publication.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/default/images/fb_publication.png	(from https://www.weezbe.com/)
00:25:53	35212/35212	---MC-	200	added ('OK')	text/css	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/themes/smoothness/jquery-ui.css	C:/Users/camara/Desktop/laby/ecommerce/ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/themes/smoothness/jquery-ui.css	(from https://www.weezbe.com/)
00:25:57	198153/198153	---M-Z	200	added ('OK')	application/x-javascript	etag:%22efbf54c162a45af798e452abab3ff327%22	http://connect.facebook.net/fr_FR/sdk.js	C:/Users/camara/Desktop/laby/ecommerce/connect.facebook.net/fr_FR/sdk.js	(from https://www.weezbe.com/)
00:25:58	4318/4318	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-10de%22	https://www.weezbe.com/wp-content/themes/weezbe/images/favicon.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/favicon.png	(from https://www.weezbe.com/)
00:26:01	43781/43781	---M--	200	added ('OK')	image/png	etag:%225b92845a-ab05%22	https://www.weezbe.com/wp-content/themes/weezbe/images/shop-view-phone.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/shop-view-phone.png	(from https://www.weezbe.com/)
00:26:04	43824/43824	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2013:31:18%20GMT	https://www.weezbe.com/fonctionnalites/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites/index.html	(from https://www.weezbe.com/)
00:26:04	32953/32953	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2013:33:15%20GMT	https://www.weezbe.com/prix-tarifs-creer-site-ecommerce/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/prix-tarifs-creer-site-ecommerce/index.html	(from https://www.weezbe.com/)
00:26:06	240427/240427	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/jquery-ui.min.js	C:/Users/camara/Desktop/laby/ecommerce/ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/jquery-ui.min.js	(from https://www.weezbe.com/)
00:26:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Oct%202018%2022:26:03%20GMT	https://www.weezbe.com/fonctionnalites	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites	(from https://www.weezbe.com/)
00:26:31	24781/24781	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:56%20GMT	https://www.weezbe.com/agence-web-e-commerce/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/index.html	(from https://www.weezbe.com/)
00:26:32	32930/32930	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:48%20GMT	https://www.weezbe.com/agence-web-e-commerce/charte-graphique/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/charte-graphique/index.html	(from https://www.weezbe.com/)
00:26:32	29643/29643	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:45%20GMT	https://www.weezbe.com/agence-web-e-commerce/referencement/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/referencement/index.html	(from https://www.weezbe.com/)
00:26:33	30188/30188	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:50%20GMT	https://www.weezbe.com/agence-web-e-commerce/accompagnement-optimisation-ecommerce/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/accompagnement-optimisation-ecommerce/index.html	(from https://www.weezbe.com/)
00:26:33	31289/31289	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2015:56:46%20GMT	https://www.weezbe.com/agence-web-e-commerce/packs-projets-ecommerce/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/packs-projets-ecommerce/index.html	(from https://www.weezbe.com/)
00:26:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Oct%202018%2022:26:34%20GMT	https://www.weezbe.com/fonctionnalites	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites.15.delayed	(from https://www.weezbe.com/)
00:26:34	0/-1	---M--	301	error ('')			https://www.weezbe.com/fonctionnalites	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites.16.delayed	(from https://www.weezbe.com/)
00:26:34	0/-1	---M--	301	error ('')			https://www.weezbe.com/fonctionnalites	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites.17.delayed	(from https://www.weezbe.com/)
00:26:34	0/-1	---M--	301	error ('')			https://www.weezbe.com/fonctionnalites	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/fonctionnalites.18.delayed	(from https://www.weezbe.com/)
00:26:34	47276/47276	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Oct%202018%2007:39:10%20GMT	https://www.weezbe.com/blog/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/blog/index.html	(from https://www.weezbe.com/)
00:26:35	38839/38839	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Sep%202018%2013:01:25%20GMT	https://www.weezbe.com/blog/stripe-comment-lintegrer-a-votre-boutique-weezbe/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/blog/stripe-comment-lintegrer-a-votre-boutique-weezbe/index.html	(from https://www.weezbe.com/)
00:26:37	39570/39570	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Oct%202018%2007:19:36%20GMT	https://www.weezbe.com/blog/nouveau-theme-weezbe/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/blog/nouveau-theme-weezbe/index.html	(from https://www.weezbe.com/)
00:26:38	10411/10411	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=201841	C:/Users/camara/Desktop/laby/ecommerce/s0.wp.com/wp-content/js/devicepx-jetpackf50a.js	(from https://www.weezbe.com/)
00:26:39	43187/43187	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2019:10:20%20GMT	https://www.weezbe.com/blog/reference-les-petites-chouettes/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/blog/reference-les-petites-chouettes/index.html	(from https://www.weezbe.com/)
00:26:39	38448/38448	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Sep%202018%2020:30:18%20GMT	https://www.weezbe.com/blog/paiement-payzen/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/blog/paiement-payzen/index.html	(from https://www.weezbe.com/)
00:26:40	24937/24937	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2015:57:35%20GMT	https://www.weezbe.com/agence-web-e-commerce/nukium/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/agence-web-e-commerce/nukium/index.html	(from https://www.weezbe.com/)
00:26:42	27141/27141	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2014:44:47%20GMT	https://www.weezbe.com/contact/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/contact/index.html	(from https://www.weezbe.com/)
00:26:42	46248/46248	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:53%20GMT	https://www.weezbe.com/partenaires/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/partenaires/index.html	(from https://www.weezbe.com/)
00:26:43	24387/24387	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2006:30:47%20GMT	https://www.weezbe.com/mentions-legales-e-commerce/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/mentions-legales-e-commerce/index.html	(from https://www.weezbe.com/)
00:26:43	8596/8596	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225abc2267-32a7%22	https://stats.wp.com/e-201841.js	C:/Users/camara/Desktop/laby/ecommerce/stats.wp.com/e-201841.js	(from https://www.weezbe.com/)
00:26:43	847/847	---M--	200	added ('OK')	image/gif	etag:%225b72800f-34f%22	https://www.weezbe.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:44	14127/14127	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2014%20Aug%202018%2007:09:11%20GMT	https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-includes/js/comment-reply.min.js,wp-content/plugins/contact-form-7/includes/js/scripts.js,wp-content/plugins/jetpack/_inc/build/widgets/milestone/milestone.min.js,wp-includes/js/wp-embed.min.js	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/plugins/bwp-minify/min/index7f42.html	(from https://www.weezbe.com/)
00:26:44	27376/27376	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Sep%202018%2002:49:53%20GMT	https://www.weezbe.com/privacy-policy/	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/privacy-policy/index.html	(from https://www.weezbe.com/)
00:26:44	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2257b72039-1052%22	https://www.weezbe.com/wp-content/themes/weezbe/images/ajax-loader.gif	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/ajax-loader.gif	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:45	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:26:45%20GMT	https://www.weezbe.com/wp-content/themes/weezbe/fonts/slick.eot	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/fonts/slick.eot	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:46	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:26:46%20GMT	https://www.weezbe.com/wp-content/themes/weezbe/fonts/slick.eot?	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/fonts/slickd41d.eot	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:47	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:26:47%20GMT	https://www.weezbe.com/wp-content/themes/weezbe/fonts/slick.woff	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/fonts/slick.woff	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:47	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:26:48%20GMT	https://www.weezbe.com/wp-content/themes/weezbe/fonts/slick.ttf	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/fonts/slick.ttf	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:48	38684/38684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Oct%202018%2022:26:49%20GMT	https://www.weezbe.com/wp-content/themes/weezbe/fonts/slick.svg	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/fonts/slick.svg	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:49	126/126	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-7e%22	https://www.weezbe.com/wp-content/themes/weezbe/images/bgrd.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/bgrd.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:49	441/441	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-1b9%22	https://www.weezbe.com/wp-content/themes/weezbe/images/search.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/search.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:49	958/958	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-3be%22	https://www.weezbe.com/wp-content/themes/weezbe/images/client-access.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/client-access.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:50	925/925	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-39d%22	https://www.weezbe.com/wp-content/themes/weezbe/images/comment-bubble.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/comment-bubble.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:50	250/250	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-fa%22	https://www.weezbe.com/wp-content/themes/weezbe/images/comment-arrow.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/comment-arrow.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:50	239/239	---M--	200	added ('OK')	image/png	etag:%2252fca9e4-ef%22	https://www.weezbe.com/wp-content/themes/weezbe/images/comment-arrow-bypostauthor.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/comment-arrow-bypostauthor.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:50	1343/1343	---M--	200	added ('OK')	image/png	etag:%22532c4970-53f%22	https://www.weezbe.com/wp-content/themes/weezbe/images/valid.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/valid.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:51	2415/2415	---M--	200	added ('OK')	image/png	etag:%225acc8612-96f%22	https://www.weezbe.com/wp-content/themes/weezbe/images/footer_icons.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/footer_icons.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
00:26:51	2789/2789	---M--	200	added ('OK')	image/png	etag:%225a02e410-ae5%22	https://www.weezbe.com/wp-content/themes/weezbe/images/social_media_icons.png	C:/Users/camara/Desktop/laby/ecommerce/www.weezbe.com/wp-content/themes/weezbe/images/social_media_icons.png	(from https://www.weezbe.com/wp-content/plugins/bwp-minify/min/?f=wp-content/plugins/contact-form-7/includes/css/styles.css,wp-content/themes/weezbe/slick.css,wp-content/themes/weezbe/slick-theme.css,wp-content/themes/weezbe/style.css,wp-content/plugins/jetpack/modules/subscriptions/subscriptions.css,wp-content/plugins/jetpack/modules/widgets/social-icons/social-icons.css,wp-content/plugins/jetpack/css/jetpack.css)
